house_id,city,area_sqm,bedrooms,bathrooms,parking_spaces,property_type,year_built,distance_to_city_center_km,electricity_hours_per_day,price_ngn
HOUSE_0601,Abuja,125.01,3,4,2,Flat,1999.0,5.85,19.0,140564773
HOUSE_0602,Enugu,124.89,3,3,3,Bungalow,2013.0,10.72,14.0,93666833
HOUSE_0603,Port Harcourt,121.95,2,4,3,Flat,2013.0,8.2,,113353907
HOUSE_0604,Port Harcourt,91.92,3,3,2,Bungalow,2015.0,4.69,10.0,108605046
HOUSE_0605,Lagos,63.9,2,4,1,Flat,2003.0,16.75,,110183822
HOUSE_0606,Ibadan,70.25,5,1,1,Duplex,1990.0,4.54,8.0,89749848
HOUSE_0607,Abuja,91.26,4,4,0,Flat,2006.0,12.47,13.0,114999879
HOUSE_0608,Lagos,108.2,5,1,3,Duplex,,14.24,15.0,138721468
HOUSE_0609,Enugu,93.06,1,2,3,Duplex,1990.0,9.39,12.0,76023819
HOUSE_0610,Enugu,86.59,3,2,0,Bungalow,2022.0,18.73,,68247183
HOUSE_0611,Abuja,72.5,5,2,0,Duplex,2005.0,9.55,6.0,103655106
HOUSE_0612,Lagos,145.35,3,4,2,Bungalow,2015.0,10.07,18.0,155921669
HOUSE_0613,Abuja,112.59,5,1,0,Flat,2008.0,7.35,,129565955
HOUSE_0614,Ibadan,121.75,3,3,1,Bungalow,2002.0,7.26,20.0,102678624
HOUSE_0615,Enugu,158.56,1,3,1,Duplex,2022.0,19.05,9.0,85406575
HOUSE_0616,Lagos,97.7,5,3,2,Flat,2022.0,1.15,14.0,150239636
HOUSE_0617,Enugu,116.47,3,4,3,Bungalow,2020.0,20.9,13.0,80692343
HOUSE_0618,Ibadan,87.85,4,4,0,Duplex,1997.0,16.2,14.0,74841928
HOUSE_0619,Port Harcourt,187.11,2,2,2,Duplex,2012.0,5.23,,136398558
HOUSE_0620,Lagos,142.76,3,2,2,Flat,2015.0,16.14,16.0,134973314
HOUSE_0621,Enugu,104.83,2,4,2,Duplex,2003.0,6.98,,82030553
HOUSE_0622,Abuja,96.73,2,4,1,Flat,2005.0,2.93,14.0,121209636
HOUSE_0623,Abuja,94.03,2,2,2,Flat,1996.0,1.88,9.0,113370916
HOUSE_0624,Port Harcourt,121.36,5,1,0,Duplex,2013.0,4.15,16.0,122357268
HOUSE_0625,Enugu,129.35,3,4,1,Bungalow,2007.0,0.22,18.0,104035100
HOUSE_0626,Enugu,133.24,2,1,3,Duplex,,12.17,7.0,82158458
HOUSE_0627,Ibadan,40.25,4,2,3,Flat,,9.87,20.0,70539450
HOUSE_0628,Lagos,169.11,1,2,3,Bungalow,1996.0,1.95,16.0,161014045
HOUSE_0629,Enugu,186.9,3,2,2,Flat,2007.0,10.1,21.0,117681856
HOUSE_0630,Ibadan,91.8,3,2,3,Duplex,2003.0,7.72,19.0,94521841
HOUSE_0631,Ibadan,142.33,3,4,2,Duplex,2001.0,8.38,,100660726
HOUSE_0632,Enugu,141.55,2,1,2,Flat,2017.0,3.4,18.0,97051977
HOUSE_0633,Abuja,126.77,2,4,0,Flat,2016.0,0.93,21.0,137111111
HOUSE_0634,Enugu,115.55,5,3,3,Duplex,2006.0,3.48,,100993517
HOUSE_0635,Lagos,90.58,4,1,1,Flat,2003.0,14.18,14.0,125581584
HOUSE_0636,Lagos,163.65,4,3,2,Duplex,2013.0,11.05,,158071496
HOUSE_0637,Ibadan,76.31,3,1,3,Flat,2012.0,6.42,12.0,82881621
HOUSE_0638,Enugu,168.52,5,2,2,Duplex,2010.0,8.71,,110410154
HOUSE_0639,Port Harcourt,212.77,1,4,2,Duplex,1999.0,9.97,11.0,141353772
HOUSE_0640,Ibadan,127.68,4,4,0,Flat,2000.0,6.45,16.0,104377548
HOUSE_0641,Ibadan,125.34,3,3,2,Bungalow,2015.0,7.24,14.0,101045728
HOUSE_0642,Ibadan,148.32,5,4,3,Flat,2001.0,12.78,6.0,98775342
HOUSE_0643,Abuja,88.56,3,1,1,Flat,2015.0,1.34,9.0,113391272
HOUSE_0644,Lagos,46.55,4,1,0,Duplex,,10.54,8.0,104688753
HOUSE_0645,Ibadan,75.87,5,2,0,Bungalow,2014.0,2.76,15.0,89588821
HOUSE_0646,Abuja,135.54,3,4,1,Flat,,20.46,11.0,111467446
HOUSE_0647,Lagos,119.76,3,3,3,Duplex,,12.19,14.0,139890069
HOUSE_0648,Port Harcourt,123.27,2,2,3,Bungalow,2017.0,7.51,,113067447
HOUSE_0649,Enugu,156.76,3,3,3,Bungalow,2004.0,6.55,8.0,102220255
HOUSE_0650,Ibadan,130.7,3,4,2,Flat,2009.0,9.61,6.0,89313041
HOUSE_0651,Enugu,93.28,2,3,2,Duplex,,12.96,6.0,72733598
HOUSE_0652,Port Harcourt,113.0,4,3,0,Duplex,2008.0,4.22,13.0,123154101
HOUSE_0653,Lagos,141.46,5,3,1,Duplex,2017.0,3.51,18.0,160291698
HOUSE_0654,Abuja,121.13,4,4,1,Duplex,1995.0,7.95,19.0,138745715
HOUSE_0655,Abuja,163.44,5,3,2,Bungalow,,10.37,14.0,145085914
HOUSE_0656,Abuja,119.0,1,2,1,Duplex,1997.0,12.09,20.0,123005401
HOUSE_0657,Port Harcourt,175.61,3,4,1,Duplex,1991.0,10.79,10.0,121847592
HOUSE_0658,Enugu,120.41,1,2,0,Duplex,2007.0,1.44,10.0,94915932
HOUSE_0659,Port Harcourt,77.4,1,2,0,Flat,1990.0,6.47,21.0,94068219
HOUSE_0660,Ibadan,95.62,4,3,3,Duplex,2019.0,7.07,7.0,87223481
HOUSE_0661,Lagos,122.27,2,1,2,Duplex,1994.0,10.65,,134600852
HOUSE_0662,Abuja,117.18,2,3,3,Flat,1997.0,10.43,13.0,120252854
HOUSE_0663,Port Harcourt,122.58,2,1,1,Duplex,1996.0,1.88,,118520399
HOUSE_0664,Abuja,82.43,4,4,2,Duplex,2000.0,7.28,7.0,120807709
HOUSE_0665,Enugu,71.61,5,1,2,Duplex,2009.0,11.0,12.0,70111228
HOUSE_0666,Lagos,181.23,2,1,1,Bungalow,2017.0,14.09,16.0,145875305
HOUSE_0667,Abuja,111.46,3,1,3,Flat,1990.0,15.45,7.0,111420653
HOUSE_0668,Port Harcourt,125.95,5,2,2,Flat,2005.0,6.31,11.0,119996596
HOUSE_0669,Lagos,95.46,5,3,0,Flat,2012.0,6.49,10.0,143390695
HOUSE_0670,Enugu,104.47,1,2,3,Flat,2010.0,8.85,,82875396
HOUSE_0671,Ibadan,126.42,4,2,0,Bungalow,2014.0,8.02,17.0,107977436
HOUSE_0672,Abuja,137.48,3,1,3,Bungalow,2018.0,13.95,,120521624
HOUSE_0673,Enugu,157.98,4,2,1,Bungalow,2012.0,0.58,16.0,120485430
HOUSE_0674,Port Harcourt,40.0,3,2,0,Bungalow,1999.0,12.67,20.0,79256564
HOUSE_0675,Ibadan,65.32,5,3,3,Flat,2022.0,6.88,18.0,92716432
HOUSE_0676,Abuja,73.2,1,3,1,Duplex,1994.0,1.01,,120347791
HOUSE_0677,Port Harcourt,141.66,2,4,1,Bungalow,2008.0,11.8,16.0,115895857
HOUSE_0678,Ibadan,96.94,1,1,0,Flat,1998.0,4.96,11.0,77101540
HOUSE_0679,Abuja,98.15,1,4,1,Flat,1992.0,9.96,,116867383
HOUSE_0680,Port Harcourt,60.84,4,3,0,Duplex,2004.0,8.92,8.0,83110786
HOUSE_0681,Abuja,119.39,4,1,3,Bungalow,1993.0,10.9,17.0,127767682
HOUSE_0682,Port Harcourt,124.78,3,1,2,Bungalow,1992.0,3.13,8.0,120717981
HOUSE_0683,Ibadan,167.86,1,2,0,Flat,2004.0,7.21,,107264783
HOUSE_0684,Abuja,118.91,2,2,1,Bungalow,2016.0,3.33,9.0,131877838
HOUSE_0685,Enugu,102.27,3,4,3,Flat,2000.0,3.58,11.0,91824937
HOUSE_0686,Port Harcourt,113.08,5,3,1,Bungalow,2018.0,16.56,17.0,105194178
HOUSE_0687,Enugu,65.12,3,3,3,Bungalow,2017.0,0.07,16.0,85516865
HOUSE_0688,Abuja,178.85,5,2,3,Bungalow,2006.0,6.95,17.0,155546454
HOUSE_0689,Port Harcourt,93.24,4,1,0,Duplex,1991.0,13.2,,90759343
HOUSE_0690,Ibadan,95.78,1,3,1,Flat,2010.0,17.13,6.0,74509391
HOUSE_0691,Ibadan,147.12,5,2,0,Flat,2019.0,5.56,17.0,111138004
HOUSE_0692,Abuja,206.29,3,3,1,Flat,2006.0,4.97,15.0,156780226
HOUSE_0693,Enugu,149.68,4,2,0,Bungalow,2010.0,9.5,21.0,100490157
HOUSE_0694,Port Harcourt,172.07,5,1,2,Flat,2014.0,15.81,8.0,126140651
HOUSE_0695,Lagos,121.28,3,3,3,Duplex,1997.0,4.23,13.0,152716024
HOUSE_0696,Enugu,138.4,1,4,0,Duplex,,4.61,7.0,91964852
HOUSE_0697,Enugu,200.54,5,2,2,Bungalow,2004.0,8.68,10.0,113119002
HOUSE_0698,Port Harcourt,105.39,4,1,1,Duplex,2008.0,8.92,18.0,103964734
HOUSE_0699,Abuja,66.11,3,1,3,Bungalow,1993.0,3.14,,110269549
HOUSE_0700,Ibadan,168.02,1,4,3,Bungalow,1998.0,4.72,10.0,113710334
HOUSE_0701,Enugu,78.12,2,4,3,Bungalow,2002.0,10.68,,74061957
HOUSE_0702,Enugu,167.43,2,2,0,Duplex,2017.0,11.59,16.0,104779854
HOUSE_0703,Enugu,159.84,1,1,3,Duplex,2013.0,4.22,17.0,99276554
HOUSE_0704,Ibadan,63.13,3,1,2,Flat,2012.0,15.51,20.0,72937911
HOUSE_0705,Abuja,107.09,4,1,1,Flat,2013.0,6.75,10.0,127595145
HOUSE_0706,Lagos,173.13,1,1,1,Bungalow,1999.0,10.78,15.0,143889123
HOUSE_0707,Ibadan,138.24,1,3,3,Duplex,1991.0,18.83,16.0,83893026
HOUSE_0708,Enugu,94.26,2,2,2,Bungalow,2020.0,12.64,10.0,74484102
HOUSE_0709,Lagos,122.28,4,1,2,Flat,1993.0,9.34,15.0,138457304
HOUSE_0710,Enugu,181.14,3,1,3,Bungalow,1990.0,10.54,8.0,102070940
HOUSE_0711,Ibadan,141.53,3,1,0,Duplex,2014.0,13.36,13.0,94691251
HOUSE_0712,Enugu,105.4,1,3,3,Bungalow,,3.8,8.0,78258225
HOUSE_0713,Abuja,78.21,5,4,0,Flat,2005.0,1.83,,123992505
HOUSE_0714,Ibadan,202.25,4,4,1,Flat,2012.0,2.48,17.0,137973154
HOUSE_0715,Ibadan,111.15,2,3,0,Bungalow,2006.0,6.62,18.0,102929508
HOUSE_0716,Lagos,132.3,5,3,1,Flat,2011.0,12.08,18.0,153629179
HOUSE_0717,Abuja,154.42,1,4,1,Duplex,2005.0,5.08,,134213333
HOUSE_0718,Port Harcourt,113.32,3,3,3,Bungalow,1998.0,9.41,12.0,111514970
HOUSE_0719,Abuja,110.05,5,2,1,Duplex,,16.04,10.0,115985605
HOUSE_0720,Abuja,139.64,5,2,2,Flat,,11.67,9.0,126858925
HOUSE_0721,Ibadan,146.52,2,1,2,Duplex,2016.0,13.87,15.0,95568718
HOUSE_0722,Ibadan,127.24,2,2,0,Flat,2001.0,1.52,6.0,105102047
HOUSE_0723,Enugu,135.99,5,3,1,Bungalow,2004.0,4.74,13.0,109239918
HOUSE_0724,Lagos,98.86,3,1,3,Flat,2022.0,10.93,21.0,138029064
HOUSE_0725,Ibadan,169.53,2,4,3,Duplex,1998.0,8.11,11.0,108446324
HOUSE_0726,Abuja,132.35,1,4,0,Duplex,2016.0,16.51,13.0,123266507
HOUSE_0727,Abuja,129.63,2,1,1,Duplex,2021.0,21.01,16.0,111934874
HOUSE_0728,Abuja,142.62,4,4,0,Bungalow,2014.0,0.8,16.0,149169886
HOUSE_0729,Enugu,150.13,5,1,0,Duplex,2019.0,9.91,7.0,93977307
HOUSE_0730,Enugu,171.59,5,4,0,Bungalow,2014.0,11.37,,115949790
HOUSE_0731,Lagos,114.46,2,3,3,Duplex,2009.0,1.88,15.0,147045737
HOUSE_0732,Abuja,111.64,4,3,0,Bungalow,,3.75,10.0,130851238
HOUSE_0733,Port Harcourt,96.78,1,1,1,Bungalow,,10.94,10.0,90339236
HOUSE_0734,Port Harcourt,186.8,3,4,0,Flat,2019.0,9.97,,139070684
HOUSE_0735,Abuja,72.16,4,1,2,Duplex,2000.0,10.22,9.0,99423572
HOUSE_0736,Lagos,167.87,4,3,0,Bungalow,2014.0,4.95,,167781713
HOUSE_0737,Abuja,114.64,4,4,0,Flat,2011.0,8.07,,132704841
HOUSE_0738,Abuja,88.6,2,2,1,Bungalow,1993.0,11.24,19.0,110091849
HOUSE_0739,Ibadan,115.16,4,3,1,Flat,1998.0,10.1,12.0,87945997
HOUSE_0740,Enugu,84.5,3,1,3,Duplex,2021.0,5.81,,83349948
HOUSE_0741,Lagos,148.9,5,4,1,Flat,2020.0,6.14,20.0,165126537
HOUSE_0742,Port Harcourt,189.08,1,1,1,Bungalow,2007.0,6.0,,136936846
HOUSE_0743,Abuja,128.99,1,2,1,Flat,2012.0,12.66,7.0,110092563
HOUSE_0744,Lagos,63.27,5,3,2,Flat,1993.0,0.8,9.0,133578255
HOUSE_0745,Abuja,58.97,2,3,1,Duplex,2013.0,14.31,7.0,86731210
HOUSE_0746,Ibadan,97.93,3,3,3,Flat,2017.0,20.79,,67615260
HOUSE_0747,Ibadan,97.43,4,2,0,Bungalow,2007.0,8.92,16.0,92839010
HOUSE_0748,Port Harcourt,181.68,5,2,1,Bungalow,1993.0,18.03,9.0,125439487
HOUSE_0749,Enugu,202.46,1,4,2,Duplex,2010.0,14.04,14.0,110727652
HOUSE_0750,Enugu,160.96,5,3,1,Bungalow,2021.0,10.96,,110618564
HOUSE_0751,Port Harcourt,151.13,4,2,1,Bungalow,2008.0,5.24,12.0,119835578
HOUSE_0752,Lagos,87.27,1,4,0,Bungalow,2003.0,7.98,19.0,130815672
HOUSE_0753,Lagos,113.19,3,3,1,Flat,2002.0,5.73,15.0,141009832
HOUSE_0754,Lagos,147.86,3,3,2,Flat,1997.0,12.78,16.0,146740521
HOUSE_0755,Port Harcourt,123.54,5,1,1,Flat,2011.0,15.39,16.0,112651920
HOUSE_0756,Port Harcourt,74.33,4,1,1,Duplex,1999.0,7.03,20.0,103089172
HOUSE_0757,Ibadan,91.33,4,4,0,Bungalow,2009.0,1.33,,103731367
HOUSE_0758,Ibadan,116.69,5,1,1,Bungalow,2011.0,7.39,17.0,95285340
HOUSE_0759,Abuja,180.54,3,1,2,Duplex,,11.15,11.0,142987778
HOUSE_0760,Enugu,79.03,4,2,0,Duplex,2010.0,17.27,7.0,59692354
HOUSE_0761,Port Harcourt,168.84,1,4,1,Duplex,2018.0,10.91,15.0,120128696
HOUSE_0762,Enugu,110.94,3,2,0,Duplex,1992.0,3.2,12.0,85242861
HOUSE_0763,Port Harcourt,105.11,5,1,3,Bungalow,1999.0,13.44,12.0,100567302
HOUSE_0764,Port Harcourt,195.38,5,3,2,Flat,1996.0,15.72,,138073640
HOUSE_0765,Abuja,100.45,2,1,3,Duplex,,2.4,9.0,112245060
HOUSE_0766,Ibadan,125.64,1,1,2,Duplex,1992.0,0.84,9.0,99098251
HOUSE_0767,Ibadan,132.93,1,3,1,Duplex,2002.0,7.26,12.0,94820149
HOUSE_0768,Ibadan,101.36,5,3,3,Bungalow,1997.0,0.03,14.0,101344674
HOUSE_0769,Abuja,140.54,3,1,0,Bungalow,2022.0,5.34,9.0,128648194
HOUSE_0770,Enugu,73.2,3,3,2,Flat,2008.0,6.36,,72296647
HOUSE_0771,Abuja,118.9,1,3,2,Bungalow,2018.0,16.86,7.0,102765070
HOUSE_0772,Lagos,186.45,4,1,0,Duplex,1993.0,5.71,8.0,164860536
HOUSE_0773,Port Harcourt,95.91,2,4,2,Duplex,2011.0,10.34,12.0,104321486
HOUSE_0774,Enugu,80.06,1,4,1,Flat,2019.0,9.51,9.0,69154037
HOUSE_0775,Ibadan,150.64,4,4,1,Flat,1999.0,14.13,14.0,104266791
HOUSE_0776,Port Harcourt,115.99,2,3,2,Duplex,2021.0,6.98,6.0,99418488
HOUSE_0777,Port Harcourt,84.88,1,3,3,Duplex,2000.0,3.87,15.0,106948163
HOUSE_0778,Ibadan,110.94,5,2,0,Duplex,1996.0,9.84,16.0,99451941
HOUSE_0779,Lagos,156.54,3,4,3,Bungalow,2016.0,3.98,13.0,164730735
HOUSE_0780,Abuja,179.71,5,2,3,Duplex,1994.0,6.64,16.0,151523295
HOUSE_0781,Enugu,119.15,4,4,2,Bungalow,2005.0,4.26,11.0,101305645
HOUSE_0782,Lagos,40.0,5,4,0,Bungalow,2019.0,12.42,16.0,119508826
HOUSE_0783,Lagos,149.47,4,2,2,Duplex,1994.0,6.59,9.0,157308741
HOUSE_0784,Enugu,122.68,4,3,3,Bungalow,1993.0,10.58,8.0,84192789
HOUSE_0785,Abuja,57.5,5,1,1,Bungalow,1999.0,5.35,20.0,116617351
HOUSE_0786,Ibadan,151.77,4,4,1,Flat,2010.0,1.73,15.0,123611355
HOUSE_0787,Ibadan,131.74,4,3,0,Bungalow,1990.0,1.22,,111127118
HOUSE_0788,Abuja,138.66,3,1,2,Bungalow,1993.0,7.82,6.0,131546343
HOUSE_0789,Enugu,55.39,3,1,2,Flat,2005.0,13.82,19.0,65985482
HOUSE_0790,Enugu,90.62,4,3,3,Duplex,2014.0,3.95,19.0,93021292
HOUSE_0791,Abuja,128.02,2,4,1,Flat,2014.0,13.74,17.0,124520018
HOUSE_0792,Abuja,79.37,3,2,1,Flat,1994.0,8.31,6.0,102322344
HOUSE_0793,Port Harcourt,137.15,4,2,0,Flat,2016.0,11.47,20.0,125475453
HOUSE_0794,Enugu,127.06,4,2,3,Bungalow,2017.0,6.16,,102036696
HOUSE_0795,Port Harcourt,86.9,4,3,1,Flat,2017.0,8.43,6.0,101093935
HOUSE_0796,Port Harcourt,77.11,2,3,3,Bungalow,2013.0,6.61,7.0,86393322
HOUSE_0797,Enugu,137.46,4,3,0,Bungalow,2020.0,12.52,8.0,85771669
HOUSE_0798,Enugu,40.0,3,4,0,Bungalow,1995.0,2.95,13.0,70686422
HOUSE_0799,Lagos,144.77,5,3,0,Duplex,,18.29,6.0,140186472
HOUSE_0800,Port Harcourt,120.83,5,4,2,Duplex,2012.0,4.36,15.0,122411223
HOUSE_0801,Abuja,112.68,1,3,2,Flat,2020.0,14.87,,106632127
HOUSE_0802,Enugu,94.16,1,3,0,Duplex,2021.0,4.0,8.0,73084209
HOUSE_0803,Enugu,100.69,1,3,2,Flat,2007.0,3.23,14.0,82076591
HOUSE_0804,Lagos,124.91,1,2,1,Bungalow,2018.0,16.12,17.0,136626701
HOUSE_0805,Abuja,132.92,3,2,3,Flat,,6.74,7.0,126887143
HOUSE_0806,Lagos,108.33,2,2,3,Duplex,2014.0,0.18,13.0,147582799
HOUSE_0807,Port Harcourt,155.32,2,2,2,Flat,2006.0,7.61,9.0,112512729
HOUSE_0808,Abuja,112.78,4,4,3,Duplex,2020.0,23.97,,105829467
HOUSE_0809,Port Harcourt,131.95,4,4,2,Flat,,4.24,19.0,121693568
HOUSE_0810,Ibadan,102.95,4,4,2,Bungalow,1992.0,13.74,9.0,87856616
HOUSE_0811,Ibadan,124.53,4,3,2,Duplex,2007.0,0.81,9.0,104797745
HOUSE_0812,Enugu,156.77,4,4,1,Bungalow,2002.0,4.66,,109137948
HOUSE_0813,Abuja,194.93,3,1,0,Flat,1990.0,13.4,19.0,142185281
HOUSE_0814,Enugu,102.11,1,4,2,Flat,2008.0,14.41,14.0,69584830
HOUSE_0815,Lagos,122.71,1,1,0,Bungalow,2003.0,12.26,9.0,132517505
HOUSE_0816,Lagos,139.39,1,2,3,Bungalow,2001.0,3.77,9.0,149833390
HOUSE_0817,Abuja,94.26,3,3,3,Bungalow,1994.0,13.15,20.0,113847248
HOUSE_0818,Port Harcourt,106.61,3,3,1,Flat,2007.0,5.98,7.0,105759446
HOUSE_0819,Port Harcourt,81.8,3,1,2,Duplex,2001.0,10.12,20.0,91648596
HOUSE_0820,Port Harcourt,202.5,2,4,1,Bungalow,2021.0,2.66,9.0,139497129
HOUSE_0821,Enugu,120.97,4,2,0,Duplex,2006.0,15.06,9.0,74251940
HOUSE_0822,Lagos,116.81,1,3,3,Flat,2021.0,10.26,10.0,135526282
HOUSE_0823,Lagos,77.5,1,4,2,Flat,2011.0,10.14,18.0,126899353
HOUSE_0824,Lagos,112.51,5,4,3,Duplex,2015.0,12.93,8.0,139225836
HOUSE_0825,Abuja,167.5,1,4,3,Flat,,20.95,17.0,125777594
HOUSE_0826,Ibadan,143.19,4,1,0,Duplex,,9.63,16.0,99008704
HOUSE_0827,Port Harcourt,127.78,3,2,1,Bungalow,1992.0,6.23,18.0,122630658
HOUSE_0828,Abuja,133.54,3,4,0,Bungalow,2012.0,6.52,21.0,134438529
HOUSE_0829,Port Harcourt,126.74,2,2,0,Flat,1991.0,14.59,,99051569
HOUSE_0830,Port Harcourt,79.74,4,1,2,Duplex,,13.7,20.0,88243857
HOUSE_0831,Lagos,172.68,3,1,2,Bungalow,1992.0,7.41,18.0,156330460
HOUSE_0832,Abuja,40.0,5,4,1,Bungalow,2004.0,4.96,8.0,99966704
HOUSE_0833,Abuja,171.88,4,1,3,Bungalow,1992.0,7.89,13.0,149755731
HOUSE_0834,Abuja,80.03,1,2,0,Duplex,1996.0,5.48,20.0,117188436
HOUSE_0835,Abuja,153.62,5,1,0,Flat,2021.0,10.73,13.0,131751491
HOUSE_0836,Abuja,110.44,4,3,3,Duplex,1997.0,6.17,,130109377
HOUSE_0837,Abuja,104.33,3,2,0,Bungalow,2001.0,3.39,16.0,121608072
HOUSE_0838,Lagos,184.62,3,2,3,Flat,2013.0,6.39,,160415602
HOUSE_0839,Port Harcourt,168.69,2,1,1,Flat,2014.0,15.61,11.0,106670452
HOUSE_0840,Port Harcourt,159.93,1,1,0,Flat,1995.0,5.84,,117928577
HOUSE_0841,Port Harcourt,136.15,4,2,1,Flat,2007.0,7.88,,118953000
HOUSE_0842,Port Harcourt,83.85,2,2,0,Bungalow,2001.0,9.62,21.0,101672664
HOUSE_0843,Lagos,72.84,3,3,3,Flat,2005.0,13.94,12.0,112936896
HOUSE_0844,Enugu,101.42,1,3,1,Duplex,2003.0,9.01,14.0,71973707
HOUSE_0845,Abuja,131.33,1,2,3,Duplex,2001.0,6.71,11.0,129257157
HOUSE_0846,Lagos,143.47,1,3,2,Flat,2017.0,5.63,14.0,147466246
HOUSE_0847,Enugu,154.85,4,1,0,Bungalow,1993.0,1.27,,105325066
HOUSE_0848,Abuja,125.06,1,4,0,Flat,2005.0,17.69,20.0,120985281
HOUSE_0849,Enugu,79.99,3,4,1,Bungalow,2010.0,4.61,13.0,87832397
HOUSE_0850,Lagos,140.56,3,2,0,Flat,2016.0,8.9,12.0,145515096
HOUSE_0851,Abuja,134.03,1,4,3,Flat,2017.0,10.45,10.0,120495470
HOUSE_0852,Enugu,145.39,4,2,3,Duplex,1998.0,13.55,20.0,102702696
HOUSE_0853,Abuja,136.39,3,3,1,Duplex,1998.0,6.79,7.0,135402826
HOUSE_0854,Enugu,146.9,1,3,1,Flat,2019.0,17.5,20.0,87432662
HOUSE_0855,Abuja,114.69,3,2,2,Bungalow,2000.0,3.13,11.0,131186395
HOUSE_0856,Enugu,164.28,2,1,3,Bungalow,2021.0,7.4,12.0,103244209
HOUSE_0857,Port Harcourt,40.0,4,3,0,Bungalow,2017.0,12.24,13.0,78769921
HOUSE_0858,Ibadan,98.59,4,2,1,Bungalow,1990.0,7.55,19.0,88587363
HOUSE_0859,Lagos,133.28,4,1,3,Bungalow,2015.0,8.95,21.0,156592512
HOUSE_0860,Lagos,148.38,4,4,1,Flat,1990.0,5.82,19.0,159005866
HOUSE_0861,Abuja,140.52,3,3,1,Bungalow,1995.0,6.7,6.0,132792903
HOUSE_0862,Ibadan,149.55,2,4,0,Duplex,2019.0,11.08,10.0,105843991
HOUSE_0863,Port Harcourt,82.58,2,3,3,Bungalow,1990.0,13.43,8.0,86545060
HOUSE_0864,Ibadan,98.56,5,1,2,Duplex,2007.0,12.04,,88899258
HOUSE_0865,Abuja,134.69,1,3,0,Bungalow,2013.0,17.19,7.0,107575731
HOUSE_0866,Port Harcourt,111.06,3,4,0,Duplex,2013.0,6.25,11.0,115346008
HOUSE_0867,Enugu,119.22,1,2,1,Duplex,2005.0,6.48,,79557306
HOUSE_0868,Port Harcourt,152.0,5,2,1,Duplex,2012.0,0.08,14.0,138451621
HOUSE_0869,Port Harcourt,77.85,3,1,0,Duplex,2012.0,2.66,20.0,106213979
HOUSE_0870,Enugu,158.01,5,1,3,Bungalow,,16.55,,92547688
HOUSE_0871,Port Harcourt,115.82,5,3,0,Flat,2019.0,7.16,8.0,108090746
HOUSE_0872,Port Harcourt,122.8,2,3,0,Flat,2000.0,13.81,14.0,99188190
HOUSE_0873,Abuja,82.91,4,2,1,Bungalow,1991.0,9.19,15.0,114977381
HOUSE_0874,Enugu,159.01,2,4,2,Duplex,2018.0,10.51,6.0,93531606
HOUSE_0875,Abuja,127.58,1,1,1,Bungalow,2011.0,13.01,19.0,122151194
HOUSE_0876,Ibadan,40.0,3,4,3,Duplex,2009.0,11.39,,61245824
HOUSE_0877,Ibadan,93.84,2,3,1,Duplex,2013.0,1.15,15.0,100877197
HOUSE_0878,Lagos,140.45,2,3,2,Duplex,2000.0,14.87,11.0,142355062
HOUSE_0879,Enugu,114.5,3,2,1,Bungalow,1999.0,12.76,11.0,76855109
HOUSE_0880,Lagos,184.49,1,3,1,Duplex,2006.0,14.57,17.0,150383234
HOUSE_0881,Abuja,185.6,5,1,2,Duplex,1999.0,11.71,17.0,150630894
HOUSE_0882,Enugu,123.02,2,3,0,Flat,2015.0,0.01,21.0,109037665
HOUSE_0883,Abuja,110.16,4,3,1,Flat,,3.78,,129277091
HOUSE_0884,Ibadan,206.84,4,3,1,Bungalow,2018.0,7.12,16.0,137511165
HOUSE_0885,Lagos,124.93,4,1,1,Bungalow,1997.0,10.76,15.0,134728868
HOUSE_0886,Port Harcourt,121.74,5,2,3,Duplex,1995.0,16.48,16.0,101857745
HOUSE_0887,Enugu,95.09,2,2,2,Flat,1991.0,8.97,8.0,75351967
HOUSE_0888,Port Harcourt,90.3,1,4,1,Duplex,2010.0,1.4,,99565733
HOUSE_0889,Ibadan,95.53,4,2,3,Duplex,2014.0,7.81,17.0,85467759
HOUSE_0890,Ibadan,102.83,3,3,2,Duplex,1995.0,4.54,12.0,99953120
HOUSE_0891,Port Harcourt,63.75,4,4,2,Flat,2017.0,7.58,19.0,95957112
HOUSE_0892,Enugu,59.81,5,1,1,Flat,2009.0,11.8,21.0,73187003
HOUSE_0893,Ibadan,123.3,1,4,0,Flat,2016.0,0.71,14.0,104156547
HOUSE_0894,Abuja,107.63,5,4,1,Flat,2001.0,4.24,18.0,134739458
HOUSE_0895,Enugu,132.77,4,1,2,Bungalow,2009.0,14.7,21.0,93311622
HOUSE_0896,Port Harcourt,44.99,2,1,0,Flat,2006.0,8.58,15.0,84698318
HOUSE_0897,Port Harcourt,113.59,1,3,3,Flat,2021.0,11.36,13.0,94403327
HOUSE_0898,Lagos,128.53,3,4,0,Bungalow,2013.0,4.24,,151657967
HOUSE_0899,Enugu,107.24,4,3,3,Bungalow,1997.0,4.02,17.0,97008001
HOUSE_0900,Enugu,163.04,1,3,1,Bungalow,1993.0,8.11,10.0,96695458
HOUSE_0901,Port Harcourt,196.05,2,3,1,Flat,2007.0,7.7,17.0,139114946
HOUSE_0902,Ibadan,91.66,1,3,2,Bungalow,1994.0,0.43,,87017978
HOUSE_0903,Abuja,47.87,1,2,2,Duplex,2009.0,0.08,14.0,110059881
